iter	Logloss
401	0.2488527992
402	0.2487327905
403	0.2485501193
404	0.2483331192
405	0.2481418038
406	0.247984181
407	0.2477025019
408	0.2475904019
409	0.2474174987
410	0.2471963475
411	0.2469716052
412	0.2468790651
413	0.2467845041
414	0.2466795191
415	0.2465479375
416	0.246305164
417	0.2461481671
418	0.2460273791
419	0.2458741245
420	0.245681849
421	0.2455263714
422	0.2453656855
423	0.2451690482
424	0.2450608688
425	0.2449227198
426	0.2447969145
427	0.2446806718
428	0.2444306684
429	0.244206891
430	0.244079021
431	0.2439415607
432	0.2437280817
433	0.2435902583
434	0.2434863394
435	0.243379307
436	0.243261158
437	0.2431558372
438	0.2429243748
439	0.2427658089
440	0.2426734809
441	0.2425698322
442	0.2424700654
443	0.2422694205
444	0.2421757626
445	0.2420317993
446	0.2419738487
447	0.2418515276
448	0.2417537637
449	0.2415458827
450	0.2413241591
451	0.241152204
452	0.2410393866
453	0.2408410236
454	0.2406704522
455	0.2405925499
456	0.2404897182
457	0.2402456136
458	0.2401251536
459	0.2400337689
460	0.2399573819
461	0.2397244309
462	0.2395221249
463	0.239409453
464	0.239226587
465	0.2391000993
466	0.2390154446
467	0.2387996384
468	0.2386780271
469	0.238577805
470	0.238445196
471	0.2382967959
472	0.2381840426
473	0.2380450463
474	0.2378891758
475	0.2377675476
476	0.2375831893
477	0.2374448125
478	0.237349641
479	0.2372133826
480	0.2370992013
481	0.236872654
482	0.2368043835
483	0.2367116107
484	0.2365402716
485	0.2364470041
486	0.2363763563
487	0.2361847015
488	0.2360103257
489	0.2359143443
490	0.2357620692
491	0.2356623266
492	0.2354771286
493	0.2352931976
494	0.235119192
495	0.234961479
496	0.23476521
497	0.234645549
498	0.2345862389
499	0.2345031904
500	0.2344066427
501	0.2341946963
502	0.2340300491
503	0.2338770472
504	0.233822852
505	0.2337231888
506	0.2336352255
507	0.233460561
508	0.2333058407
509	0.2331152032
510	0.2329916693
511	0.2328166021
512	0.2327078619
513	0.2326334064
514	0.2325000269
515	0.2324047202
516	0.2322216561
517	0.2320783894
518	0.2319775713
519	0.2319079196
520	0.2317569234
521	0.2316909736
522	0.2315768175
523	0.2314293349
524	0.2313518439
525	0.231236187
526	0.2311053065
527	0.2310217908
528	0.2309448569
529	0.2307567557
530	0.2306691678
531	0.2306035143
532	0.230492036
533	0.2304049177
534	0.2303120063
535	0.2302200587
536	0.2300971768
537	0.2300153256
538	0.2298907893
539	0.2297624555
540	0.2296679193
541	0.2295470512
542	0.2294284262
543	0.2293179615
544	0.2292670772
545	0.2291658637
546	0.2290704806
547	0.2290051709
548	0.2289033188
549	0.228801724
550	0.2286781684
551	0.2285762083
552	0.2284648907
553	0.2283951248
554	0.22830423
555	0.2282000198
556	0.2281419308
557	0.2280279123
558	0.2278431122
559	0.2277775818
560	0.2276778028
561	0.2275395128
562	0.227339747
563	0.2272557995
564	0.2271579446
565	0.2270559487
566	0.2269587104
567	0.2269005396
568	0.226796065
569	0.226710221
570	0.226603039
571	0.2264698461
572	0.2263919421
573	0.2263081791
574	0.2261128227
575	0.2260416343
576	0.225876064
577	0.2256859183
578	0.2255672652
579	0.2254748644
580	0.2253687954
581	0.2252817563
582	0.2252507968
583	0.2251639614
584	0.2250647655
585	0.2249758094
586	0.2249200552
587	0.2247494003
588	0.22464773
589	0.2245775355
590	0.2244755174
591	0.2243244703
592	0.2242738268
593	0.2242009102
594	0.224055398
595	0.2239947294
596	0.2239044329
597	0.2238101165
598	0.2237305079
599	0.2235995275
600	0.223514499
601	0.223433106
602	0.2233678596
603	0.2232973714
604	0.2231990678
605	0.2230481557
606	0.2229321051
607	0.2228975291
608	0.222803824
609	0.222725027
610	0.2226496762
611	0.2225445286
612	0.2224290874
613	0.2223315172
614	0.222226767
615	0.2221375652
616	0.2220451262
617	0.221957176
618	0.2219038052
619	0.2217605572
620	0.2215847396
621	0.2214687788
622	0.2212695547
623	0.2211795297
624	0.2210670261
625	0.2209802067
626	0.2208977042
627	0.2208062919
628	0.2207262928
629	0.2206243764
630	0.2205355306
631	0.2204228034
632	0.2203560687
633	0.2202731619
634	0.220180738
635	0.2200766877
636	0.2199956279
637	0.219859289
638	0.2197898402
639	0.2197300457
640	0.219682903
641	0.2196139719
642	0.2195396966
643	0.2194032033
644	0.2192785236
645	0.2191190095
646	0.219062837
647	0.2189104328
648	0.2187485136
649	0.2186327943
650	0.2185569046
651	0.2184439289
652	0.2183587402
653	0.218192017
654	0.218126665
655	0.218032101
656	0.217932178
657	0.2178003769
658	0.217720391
659	0.2176614645
660	0.2176022621
661	0.2175014313
662	0.2173518248
663	0.217265691
664	0.217186096
665	0.2171164818
666	0.2170460887
667	0.2168924079
668	0.216817112
669	0.2167542681
670	0.2166603181
671	0.2165851535
672	0.2165139896
673	0.2164427407
674	0.2163434151
675	0.2162764552
676	0.2162200544
677	0.2161533665
678	0.216051392
679	0.2159700077
680	0.2158959733
681	0.2157775355
682	0.2157071699
683	0.2155935307
684	0.2155338577
685	0.2154358318
686	0.2153409504
687	0.2152890198
688	0.2152199093
689	0.2151018056
690	0.2150310976
691	0.2149699877
692	0.2148438763
693	0.2147531408
694	0.214653577
695	0.2145417007
696	0.2144279733
697	0.2143593518
698	0.2142859098
699	0.2142504167
700	0.2141452804
701	0.2140798003
702	0.2139664564
703	0.2138802179
704	0.2137881534
705	0.213660716
706	0.2135960511
707	0.2135374322
708	0.213416893
709	0.2133430983
710	0.2132679445
711	0.2132125728
712	0.2130989754
713	0.213014113
714	0.2129325888
715	0.212872517
716	0.2128111842
717	0.2126799927
718	0.2126100794
719	0.2125389051
720	0.2124598475
721	0.2123681808
722	0.2122564002
723	0.2122049451
724	0.2121296418
725	0.212074853
726	0.2120181758
727	0.2119462137
728	0.2118827548
729	0.211827307
730	0.2116765483
731	0.2116093696
732	0.2115511531
733	0.211460527
734	0.2113798006
735	0.2113034299
736	0.2112044696
737	0.2111483057
738	0.2110752038
739	0.2110072758
740	0.2109016961
741	0.2108428035
742	0.2107681619
743	0.2106916642
744	0.2105938628
745	0.2105523067
746	0.2104938765
747	0.2104399487
748	0.2103739833
749	0.2102956638
750	0.2102268715
751	0.2101591337
752	0.2101098774
753	0.2100747814
754	0.2099859214
755	0.2099094829
756	0.2097790399
757	0.2096425487
758	0.2095894081
759	0.2095364781
760	0.2094117621
761	0.2093512559
762	0.2092709391
763	0.2092246326
764	0.2091571725
765	0.209087403
766	0.2090327871
767	0.2089475301
768	0.2089260732
769	0.2088596577
770	0.208796613
771	0.20875155
772	0.208689444
773	0.2086303525
774	0.2085776368
775	0.2085064852
776	0.2084582854
777	0.2083760551
778	0.2083197657
779	0.2082595695
780	0.2082028062
781	0.208154144
782	0.2080803857
783	0.2080151536
784	0.2079090757
785	0.2078576031
786	0.2078140958
787	0.2077454371
788	0.2076648099
789	0.2076146614
790	0.2074973357
791	0.2074446279
792	0.2073807675
793	0.2073401294
794	0.2072652529
795	0.2072011517
796	0.2071022026
797	0.207050886
798	0.2070025539
799	0.2069707733
800	0.206862931
801	0.2067779708
802	0.2066702246
803	0.2066251835
804	0.2065547932
805	0.2064732052
806	0.2064153933
807	0.2063242042
808	0.2062056996
809	0.2061475493
810	0.2061061677
811	0.2060254375
812	0.2059291677
813	0.205885234
814	0.2057807965
815	0.2056940586
816	0.2056391352
817	0.2055071987
818	0.205445675
819	0.2053834792
820	0.2053227078
821	0.2052180057
822	0.2051660308
823	0.2051218891
824	0.2050090581
825	0.2049467152
826	0.2049108037
827	0.2048347713
828	0.2047853887
829	0.2047206042
830	0.2046551131
831	0.2045796366
832	0.204510612
833	0.2044337369
834	0.2043580846
835	0.2043073997
836	0.2042359744
837	0.2041574869
838	0.2040797155
839	0.20401359
840	0.203953553
841	0.2039169735
842	0.2038059605
843	0.2037658802
844	0.2036767376
845	0.203624545
846	0.203522175
847	0.2034452155
848	0.2033764792
849	0.2033212403
850	0.2032859867
851	0.2032380425
852	0.2031559838
853	0.2031059871
854	0.2030772671
855	0.2030149756
856	0.2029568699
857	0.2028422252
858	0.2027990336
859	0.202697553
860	0.2026359138
861	0.2025417009
862	0.2024723203
863	0.2024080572
864	0.2023491204
865	0.2023228635
866	0.202266108
867	0.2021951943
868	0.2021521623
869	0.2020591064
870	0.2019876357
871	0.2018910855
872	0.2018273407
873	0.2017600804
874	0.2017048999
875	0.2016105058
876	0.20150636
877	0.2014822348
878	0.2014267298
879	0.201377795
880	0.2013288457
881	0.201286619
882	0.2012313583
883	0.2011786388
884	0.2011074411
885	0.2010459895
886	0.2009708798
887	0.2009149387
888	0.2008787362
889	0.2008312064
890	0.2007186858
891	0.200668689
892	0.2006287068
893	0.2005920531
894	0.2005628451
895	0.2005364994
896	0.2004455945
897	0.2004139611
898	0.2003631322
899	0.2002656351
900	0.2002477321
901	0.2002238203
902	0.2001797637
903	0.200165023
904	0.2001208627
905	0.2000834403
906	0.200032008
907	0.1999908512
908	0.1999421502
909	0.199853061
910	0.1998163913
911	0.1997752587
912	0.1997549473
913	0.199677029
914	0.19958497
915	0.1995410333
916	0.1994000717
917	0.1993461029
918	0.1992794396
919	0.1992198629
920	0.1991576772
921	0.1991050707
922	0.1990499778
923	0.1989556818
924	0.1989355613
925	0.1988895386
926	0.1988303764
927	0.1987391954
928	0.1986406856
929	0.1986141841
930	0.1985518995
931	0.198502308
932	0.1984338957
933	0.1983521826
934	0.1982981488
935	0.1982496372
936	0.1981604882
937	0.1981222528
938	0.1980612838
939	0.19801677
940	0.1979628409
941	0.1979124824
942	0.1978570487
943	0.1977936275
944	0.1977434199
945	0.1977058857
946	0.1976591963
947	0.1976144409
948	0.1975048725
949	0.1974697135
950	0.1974404515
951	0.1973951062
952	0.1973368711
953	0.1972601515
954	0.1972164255
955	0.1971822765
956	0.1971492086
957	0.19710806
958	0.1970650724
959	0.1969328357
960	0.1968618684
961	0.196796064
962	0.1967501647
963	0.1966692534
964	0.1965493999
965	0.1964646557
966	0.1964109891
967	0.1963778078
968	0.196326189
969	0.1962805735
970	0.19624393
971	0.196204961
972	0.1961595878
973	0.1961156084
974	0.1960582406
975	0.1959872289
976	0.1959451959
977	0.1959018208
978	0.1958529689
979	0.1957945431
980	0.1957599759
981	0.195669918
982	0.1956367997
983	0.1955985031
984	0.1955706221
985	0.1955336941
986	0.1954963053
987	0.1954761286
988	0.1954330742
989	0.19537729
990	0.1953364447
991	0.1952800285
992	0.1952266971
993	0.195202448
994	0.1951570555
995	0.1950938231
996	0.1950428594
997	0.1949990767
998	0.1949323995
999	0.1948935358
